,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,Id,LogProbWord,ProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,CorrectedQuestion,CorrectedAnswer,CorrectedCorrect,CorrectInt,CorrectedCorrectInt,NormalizedEditDistance,NED < .1,
2434,The cowboy was having fun atop the bull even though it was a what?,The cowboy was having fun atop the bull even though it was a what?,having fun,having fun,0,15,25,0,730,,9.74E-06,The cowboy was having fun atop the bull even though it was a what?,15,25,"['A) manual', 'B) wild ride', 'C) need for rest', 'D) playing marbles', 'E) hug']",B) wild ride,B) wild ride,TRUE,TRUE,The cowboy was having fun atop the bull even though it was a what?,B) wild ride,TRUE,1,1,0,1,
2435,The cowboy was having fun atop the bull even though it was a what?,The cowboy was having fn atop the bull even though it was a what?,having fun,having fn,1,15,24,0.1,730,-5.011416033,9.74E-06,The cowboy was having fun atop the bull even though it was a what?,15,25,"['A) manual', 'B) wild ride', 'C) need for rest', 'D) playing marbles', 'E) hug']",B) wild ride,B) wild ride,TRUE,TRUE,The cowboy was having fun atop the bull even though it was a what?,B) wild ride,TRUE,1,1,0.111111111,0,
2436,The cowboy was having fun atop the bull even though it was a what?,The cowboy was aain un atop the bull even though it was a what?,having fun,aain un,4,15,22,0.4,730,-5.011416033,9.74E-06,The cowboy was having fun atop the bull even though it was a what?,15,25,"['A) manual', 'B) wild ride', 'C) need for rest', 'D) playing marbles', 'E) hug']",B) wild ride,B) wild ride,TRUE,TRUE,The cowboy was again unable to stay atop the bull even though it was a what?,B) wild ride,TRUE,1,1,0.571428571,0,
2437,The cowboy was having fun atop the bull even though it was a what?,The cowboy was evvadg gffvn atop the bull even though it was a what?,having fun,evvadg gffvn,7,15,27,0.8,730,-5.011416033,9.74E-06,The cowboy was having fun atop the bull even though it was a what?,15,25,"['A) manual', 'B) wild ride', 'C) need for rest', 'D) playing marbles', 'E) hug']",B) wild ride,B) wild ride,TRUE,TRUE,The cowboy was evading falling off the bull even though it was a what?,B) wild ride,TRUE,1,1,0.583333333,0,
2438,Disney has an entire ride dedicated to getting what to the world?,Disney has an entire ride dedicated to getting what to the world?,getting,getting,0,39,46,0,731,,0.00229126,Disney has an entire ride dedicated to getting what to the world?,39,46,"['A) satisfaction', 'B) fun', 'C) wanting more', 'D) joy', 'E) new realization']",D) joy,D) joy,TRUE,TRUE,Disney has an entire ride dedicated to getting what to the world?,D) joy,TRUE,1,1,0,1,
2439,Disney has an entire ride dedicated to getting what to the world?,Disney has an entire ride dedicated to geeting what to the world?,getting,geeting,1,39,46,0.1,731,-2.639925616,0.00229126,Disney has an entire ride dedicated to getting what to the world?,39,46,"['A) satisfaction', 'B) fun', 'C) wanting more', 'D) joy', 'E) new realization']",D) joy,D) joy,TRUE,TRUE,Disney has an entire ride dedicated to getting what to the world?,D) joy,TRUE,1,1,0.142857143,0,
2440,Disney has an entire ride dedicated to getting what to the world?,Disney has an entire ride dedicated to gettirg what to the world?,getting,gettirg,1,39,46,0.2,731,-2.639925616,0.00229126,Disney has an entire ride dedicated to getting what to the world?,39,46,"['A) satisfaction', 'B) fun', 'C) wanting more', 'D) joy', 'E) new realization']",D) joy,D) joy,TRUE,TRUE,Disney has an entire ride dedicated to getting what to the world?,D) joy,TRUE,1,1,0.142857143,0,
2441,Disney has an entire ride dedicated to getting what to the world?,Disney has an entire ride dedicated to geebin what to the world?,getting,geebin,3,39,45,0.4,731,-2.639925616,0.00229126,Disney has an entire ride dedicated to getting what to the world?,39,46,"['A) satisfaction', 'B) fun', 'C) wanting more', 'D) joy', 'E) new realization']",D) joy,B) fun,FALSE,TRUE,Disney has an entire ride dedicated to giving what to the world?,D) joy,TRUE,0,1,0.5,0,
2442,Disney has an entire ride dedicated to getting what to the world?,Disney has an entire ride dedicated to ettignnr what to the world?,getting,ettignnr,4,39,47,0.8,731,-2.639925616,0.00229126,Disney has an entire ride dedicated to getting what to the world?,39,46,"['A) satisfaction', 'B) fun', 'C) wanting more', 'D) joy', 'E) new realization']",D) joy,B) fun,FALSE,TRUE,Disney has an entire ride dedicated to introducing what to the world?,B) fun,FALSE,0,0,0.5,0,
2443,"The animals were not thirsty, so what did they do when they were by the river?","The animals were not thirsty, so what did they do when they were by the river?",animals,animals,0,4,11,0,732,,0.071612269,"The animals were not thirsty, so what did they do when they were by the river?",4,11,"['A) feel pain', 'B) fly', 'C) pass water', 'D) die of cancer', 'E) feel pleasure']",C) pass water,C) pass water,TRUE,TRUE,"The animals were not thirsty, so what did they do when they were by the river?",C) pass water,TRUE,1,1,0,1,
2444,"The animals were not thirsty, so what did they do when they were by the river?","The anamaxs were not thirsty, so what did they do when they were by the river?",animals,anamaxs,2,4,11,0.1,732,-1.145012568,0.071612269,"The animals were not thirsty, so what did they do when they were by the river?",4,11,"['A) feel pain', 'B) fly', 'C) pass water', 'D) die of cancer', 'E) feel pleasure']",C) pass water,B) fly,FALSE,TRUE,"The animals were not thirsty, so what did they do when they were by the river?",C) pass water,TRUE,0,1,0.285714286,0,
2445,"The animals were not thirsty, so what did they do when they were by the river?","The nmale were not thirsty, so what did they do when they were by the river?",animals,nmale,3,4,9,0.2,732,-1.145012568,0.071612269,"The animals were not thirsty, so what did they do when they were by the river?",4,11,"['A) feel pain', 'B) fly', 'C) pass water', 'D) die of cancer', 'E) feel pleasure']",C) pass water,C) pass water,TRUE,TRUE,"The males were not thirsty, so what did they do when they were by the river?",C) pass water,TRUE,1,1,0.6,0,
2446,"The animals were not thirsty, so what did they do when they were by the river?","The naias were not thirsty, so what did they do when they were by the river?",animals,naias,4,4,9,0.4,732,-1.145012568,0.071612269,"The animals were not thirsty, so what did they do when they were by the river?",4,11,"['A) feel pain', 'B) fly', 'C) pass water', 'D) die of cancer', 'E) feel pleasure']",C) pass water,B) fly,FALSE,TRUE,"The naiads were not thirsty, so what did they do when they were by the river?",B) fly,FALSE,0,0,0.8,0,
2447,"The animals were not thirsty, so what did they do when they were by the river?","The ainmms were not thirsty, so what did they do when they were by the river?",animals,ainmms,4,4,10,0.8,732,-1.145012568,0.071612269,"The animals were not thirsty, so what did they do when they were by the river?",4,11,"['A) feel pain', 'B) fly', 'C) pass water', 'D) die of cancer', 'E) feel pleasure']",C) pass water,B) fly,FALSE,TRUE,"The animals were not thirsty, so what did they do when they were by the river?",C) pass water,TRUE,0,1,0.666666667,0,
2448,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?","His long walk home wasn't over, he lived on the tenth storey of a walk up what?",storey,storey,0,54,60,0,734,,0.000723307,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?",54,60,"['A) skyscraper', 'B) book of stories', 'C) tall building', 'D) apartment building', 'E) mall']",D) apartment building,D) apartment building,TRUE,TRUE,"His long walk home wasn't over, he lived on the tenth story of a walk-up what?",D) apartment building,TRUE,1,1,0,1,
2449,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?","His long walk home wasn't over, he lived on the tenth gwoore of a walk up what?",storey,gwoore,4,54,60,0.1,734,-3.140677529,0.000723307,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?",54,60,"['A) skyscraper', 'B) book of stories', 'C) tall building', 'D) apartment building', 'E) mall']",D) apartment building,D) apartment building,TRUE,TRUE,"His long walk home wasn't over, he lived on the tenth floor of a walk-up what?",D) apartment building,TRUE,1,1,0.666666667,0,
2450,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?","His long walk home wasn't over, he lived on the tenth stroey of a walk up what?",storey,stroey,2,54,60,0.2,734,-3.140677529,0.000723307,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?",54,60,"['A) skyscraper', 'B) book of stories', 'C) tall building', 'D) apartment building', 'E) mall']",D) apartment building,D) apartment building,TRUE,TRUE,"His long walk home wasn't over, he lived on the tenth story of a walk-up what?",D) apartment building,TRUE,1,1,0.333333333,0,
2451,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?","His long walk home wasn't over, he lived on the tenth tore of a walk up what?",storey,tore,2,54,58,0.4,734,-3.140677529,0.000723307,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?",54,60,"['A) skyscraper', 'B) book of stories', 'C) tall building', 'D) apartment building', 'E) mall']",D) apartment building,D) apartment building,TRUE,TRUE,"His long walk home wasn't over, he lived on the tenth floor of a walk-up what?",D) apartment building,TRUE,1,1,0.5,0,
2452,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?","His long walk home wasn't over, he lived on the tenth stesyy of a walk up what?",storey,stesyy,3,54,60,0.8,734,-3.140677529,0.000723307,"His long walk home wasn't over, he lived on the tenth storey of a walk up what?",54,60,"['A) skyscraper', 'B) book of stories', 'C) tall building', 'D) apartment building', 'E) mall']",D) apartment building,D) apartment building,TRUE,TRUE,"His long walk home wasn't over, he lived on the tenth story of a walk-up what?",D) apartment building,TRUE,1,1,0.5,0,
2453,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?","There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",door,door,0,30,34,0,736,,0.168945342,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",30,34,"['A) theater', 'B) building', 'C) office', ""D) neighbor's house"", 'E) funeral']",A) theater,A) theater,TRUE,TRUE,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",A) theater,TRUE,1,1,0,1,
2454,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?","There was an attendant at the doo to keep light from coming in during the show, it was a big premiere night at the what?",door,doo,1,30,33,0.1,736,-0.772253777,0.168945342,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",30,34,"['A) theater', 'B) building', 'C) office', ""D) neighbor's house"", 'E) funeral']",A) theater,A) theater,TRUE,TRUE,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",A) theater,TRUE,1,1,0.333333333,0,
2455,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?","There was an attendant at the woor to keep light from coming in during the show, it was a big premiere night at the what?",door,woor,1,30,34,0.4,736,-0.772253777,0.168945342,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",30,34,"['A) theater', 'B) building', 'C) office', ""D) neighbor's house"", 'E) funeral']",A) theater,A) theater,TRUE,TRUE,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",A) theater,TRUE,1,1,0.25,0,
2456,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?","There was an attendant at the zodr to keep light from coming in during the show, it was a big premiere night at the what?",door,zodr,2,30,34,0.8,736,-0.772253777,0.168945342,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",30,34,"['A) theater', 'B) building', 'C) office', ""D) neighbor's house"", 'E) funeral']",A) theater,A) theater,TRUE,TRUE,"There was an attendant at the door to keep light from coming in during the show, it was a big premiere night at the what?",A) theater,TRUE,1,1,0.5,0,
2457,What do you use a clock for?,What do you use a clock for?,clock,clock,0,18,23,0,737,,0.001844475,What do you use a clock for?,18,23,"['A) eat food.', 'B) tell time', 'C) wind down', 'D) stop working', 'E) working correctly']",B) tell time,B) tell time,TRUE,TRUE,What do you use a clock for?,B) tell time,TRUE,1,1,0,1,
2458,What do you use a clock for?,What do you use a clokf for?,clock,clokf,2,18,23,0.2,737,-2.734127161,0.001844475,What do you use a clock for?,18,23,"['A) eat food.', 'B) tell time', 'C) wind down', 'D) stop working', 'E) working correctly']",B) tell time,B) tell time,TRUE,TRUE,What do you use a clock for?,B) tell time,TRUE,1,1,0.4,0,
2459,What do you use a clock for?,What do you use a clokc for?,clock,clokc,2,18,23,0.4,737,-2.734127161,0.001844475,What do you use a clock for?,18,23,"['A) eat food.', 'B) tell time', 'C) wind down', 'D) stop working', 'E) working correctly']",B) tell time,B) tell time,TRUE,TRUE,What do you use a clock for?,B) tell time,TRUE,1,1,0.4,0,
2460,What do you use a clock for?,What do you use a cccq for?,clock,cccq,3,18,22,0.8,737,-2.734127161,0.001844475,What do you use a clock for?,18,23,"['A) eat food.', 'B) tell time', 'C) wind down', 'D) stop working', 'E) working correctly']",B) tell time,B) tell time,TRUE,TRUE,What do you use a CCCQ for?,E) working correctly,FALSE,1,0,0.75,0,
2461,Sean stared at his door all night.  He was scared that he might see it doing what?,Sean stared at his door all night.  He was scared that he might see it doing what?,door,door,0,19,23,0,738,,0.018521162,Sean stared at his door all night.  He was scared that he might see it doing what?,19,23,"['A) wall', 'B) window', 'C) opening', 'D) closet', 'E) exit']",C) opening,C) opening,TRUE,TRUE,Sean stared at his door all night. He was scared that he might see it doing what?,C) opening,TRUE,1,1,0,1,
2462,Sean stared at his door all night.  He was scared that he might see it doing what?,Sean stared at his dor all night.  He was scared that he might see it doing what?,door,dor,1,19,22,0.2,738,-1.732331775,0.018521162,Sean stared at his door all night.  He was scared that he might see it doing what?,19,23,"['A) wall', 'B) window', 'C) opening', 'D) closet', 'E) exit']",C) opening,B) window,FALSE,TRUE,Sean stared at his door all night. He was scared that he might see it doing what?,C) opening,TRUE,0,1,0.333333333,0,
2463,Sean stared at his door all night.  He was scared that he might see it doing what?,Sean stared at his dpoq all night.  He was scared that he might see it doing what?,door,dpoq,2,19,23,0.4,738,-1.732331775,0.018521162,Sean stared at his door all night.  He was scared that he might see it doing what?,19,23,"['A) wall', 'B) window', 'C) opening', 'D) closet', 'E) exit']",C) opening,D) closet,FALSE,TRUE,Sean stared at his laptop all night. He was scared that he might see it doing what?,B) window,FALSE,0,0,0.5,0,
2464,Sean stared at his door all night.  He was scared that he might see it doing what?,Sean stared at his doooj all night.  He was scared that he might see it doing what?,door,doooj,2,19,24,0.8,738,-1.732331775,0.018521162,Sean stared at his door all night.  He was scared that he might see it doing what?,19,23,"['A) wall', 'B) window', 'C) opening', 'D) closet', 'E) exit']",C) opening,B) window,FALSE,TRUE,Sean stared at his door all night. He was scared that he might see it doing what?,C) opening,TRUE,0,1,0.4,0,
2465,"When there are group projects, how do people normally work on them?","When there are group projects, how do people normally work on them?",people,people,0,38,44,0,739,,0.0099323,"When there are group projects, how do people normally work on them?",38,44,"['A) believe in god', 'B) work in teams', 'C) kiss each other', 'D) receive gifts', 'E) argue']",B) work in teams,B) work in teams,TRUE,TRUE,"When there are group projects, how do people normally work on them?",B) work in teams,TRUE,1,1,0,1,
2466,"When there are group projects, how do people normally work on them?","When there are group projects, how do peple normally work on them?",people,peple,1,38,43,0.1,739,-2.002950168,0.0099323,"When there are group projects, how do people normally work on them?",38,44,"['A) believe in god', 'B) work in teams', 'C) kiss each other', 'D) receive gifts', 'E) argue']",B) work in teams,B) work in teams,TRUE,TRUE,"When there are group projects, how do people normally work on them?",B) work in teams,TRUE,1,1,0.2,0,
2467,"When there are group projects, how do people normally work on them?","When there are group projects, how do eglr normally work on them?",people,eglr,4,38,42,0.4,739,-2.002950168,0.0099323,"When there are group projects, how do people normally work on them?",38,44,"['A) believe in god', 'B) work in teams', 'C) kiss each other', 'D) receive gifts', 'E) argue']",B) work in teams,B) work in teams,TRUE,TRUE,"When there are group projects, how do people normally work on them?",B) work in teams,TRUE,1,1,1,0,
2468,"When there are group projects, how do people normally work on them?","When there are group projects, how do uxuppx normally work on them?",people,uxuppx,5,38,44,0.8,739,-2.002950168,0.0099323,"When there are group projects, how do people normally work on them?",38,44,"['A) believe in god', 'B) work in teams', 'C) kiss each other', 'D) receive gifts', 'E) argue']",B) work in teams,B) work in teams,TRUE,TRUE,"When there are group projects, how do students normally work on them?",B) work in teams,TRUE,1,1,0.833333333,0,
2469,Where would you find a welcome mat in a house?,Where would you find a welcome mat in a house?,mat,mat,0,31,34,0,740,,0.409677923,Where would you find a welcome mat in a house?,31,34,"['A) floors', 'B) desert', 'C) school', 'D) doorway', 'E) bathroom']",D) doorway,D) doorway,TRUE,TRUE,Where would you find a welcome mat in a house?,D) doorway,TRUE,1,1,0,1,
2470,Where would you find a welcome mat in a house?,Where would you find a welcome may in a house?,mat,may,1,31,34,0.4,740,-0.387557439,0.409677923,Where would you find a welcome mat in a house?,31,34,"['A) floors', 'B) desert', 'C) school', 'D) doorway', 'E) bathroom']",D) doorway,D) doorway,TRUE,TRUE,Where would you find a welcome mat in a house?,D) doorway,TRUE,1,1,0.333333333,0,
2471,Where would you find a welcome mat in a house?,Where would you find a welcome at in a house?,mat,at,1,31,33,0.8,740,-0.387557439,0.409677923,Where would you find a welcome mat in a house?,31,34,"['A) floors', 'B) desert', 'C) school', 'D) doorway', 'E) bathroom']",D) doorway,D) doorway,TRUE,TRUE,Where would you find a welcome mat in a house?,D) doorway,TRUE,1,1,0.5,0,
2472,"He was trying to buy a new mattress, he wanted something soft yet what?","He was trying to buy a new mattress, he wanted something soft yet what?",soft,soft,0,57,61,0,742,,1.08E-05,"He was trying to buy a new mattress, he wanted something soft yet what?",57,61,"['A) hexachord', 'B) loud', 'C) hard', 'D) harsh', 'E) firm']",E) firm,E) firm,TRUE,TRUE,"He was trying to buy a new mattress, he wanted something soft yet what?",E) firm,TRUE,1,1,0,1,
2473,"He was trying to buy a new mattress, he wanted something soft yet what?","He was trying to buy a new mattress, he wanted something sofh yet what?",soft,sofh,1,57,61,0.2,742,-4.967779427,1.08E-05,"He was trying to buy a new mattress, he wanted something soft yet what?",57,61,"['A) hexachord', 'B) loud', 'C) hard', 'D) harsh', 'E) firm']",E) firm,E) firm,TRUE,TRUE,"He was trying to buy a new mattress, he wanted something soft yet what?",E) firm,TRUE,1,1,0.25,0,
2474,"He was trying to buy a new mattress, he wanted something soft yet what?","He was trying to buy a new mattress, he wanted something sooft yet what?",soft,sooft,1,57,62,0.4,742,-4.967779427,1.08E-05,"He was trying to buy a new mattress, he wanted something soft yet what?",57,61,"['A) hexachord', 'B) loud', 'C) hard', 'D) harsh', 'E) firm']",E) firm,E) firm,TRUE,TRUE,"He was trying to buy a new mattress, he wanted something soft yet what?",E) firm,TRUE,1,1,0.2,0,
2475,"He was trying to buy a new mattress, he wanted something soft yet what?","He was trying to buy a new mattress, he wanted something syt yet what?",soft,syt,2,57,60,0.8,742,-4.967779427,1.08E-05,"He was trying to buy a new mattress, he wanted something soft yet what?",57,61,"['A) hexachord', 'B) loud', 'C) hard', 'D) harsh', 'E) firm']",E) firm,E) firm,TRUE,TRUE,"He was trying to buy a new mattress, he wanted something soft yet what?",E) firm,TRUE,1,1,0.666666667,0,
2476,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,company,company,0,27,34,0,743,,0.076421469,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,27,34,"['A) you', 'B) alone', 'C) solitude', 'D) he want to marry', 'E) loneliness']",B) alone,B) alone,TRUE,TRUE,Sam didn't care about what company he kept on Christmas. He just didn't want to be what?,B) alone,TRUE,1,1,0,1,
2477,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,Sam didn't care about what coapnny he kept on Christmas.  He just didn't want to be what?,company,coapnny,2,27,34,0.2,743,-1.116784616,0.076421469,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,27,34,"['A) you', 'B) alone', 'C) solitude', 'D) he want to marry', 'E) loneliness']",B) alone,B) alone,TRUE,TRUE,Sam didn't care about what company he kept on Christmas. He just didn't want to be what?,B) alone,TRUE,1,1,0.285714286,0,
2478,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,Sam didn't care about what cponay he kept on Christmas.  He just didn't want to be what?,company,cponay,4,27,33,0.4,743,-1.116784616,0.076421469,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,27,34,"['A) you', 'B) alone', 'C) solitude', 'D) he want to marry', 'E) loneliness']",B) alone,B) alone,TRUE,TRUE,Sam didn't care about what company he kept on Christmas. He just didn't want to be what?,B) alone,TRUE,1,1,0.666666667,0,
2479,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,Sam didn't care about what cclmmxad he kept on Christmas.  He just didn't want to be what?,company,cclmmxad,6,27,35,0.8,743,-1.116784616,0.076421469,Sam didn't care about what company he kept on Christmas.  He just didn't want to be what?,27,34,"['A) you', 'B) alone', 'C) solitude', 'D) he want to marry', 'E) loneliness']",B) alone,B) alone,TRUE,TRUE,Sam didn't care about what Christmas card he kept on Christmas. He just didn't want to be what?,B) alone,TRUE,1,1,0.75,0,
2480,If you want to buy you must what?,If you want to buy you must what?,buy,buy,0,15,18,0,744,,0.000106671,If you want to buy you must what?,15,18,"['A) spend money', 'B) go shopping', 'C) paying', 'D) have in mind', 'E) a shop']",A) spend money,A) spend money,TRUE,TRUE,"If you want to buy, you must what?",A) spend money,TRUE,1,1,0,1,
2481,If you want to buy you must what?,If you want to buh you must what?,buy,buh,1,15,18,0.1,744,-3.971952704,0.000106671,If you want to buy you must what?,15,18,"['A) spend money', 'B) go shopping', 'C) paying', 'D) have in mind', 'E) a shop']",A) spend money,A) spend money,TRUE,TRUE,"If you want to buy, you must what?",A) spend money,TRUE,1,1,0.333333333,0,
2482,If you want to buy you must what?,If you want to uy you must what?,buy,uy,1,15,17,0.2,744,-3.971952704,0.000106671,If you want to buy you must what?,15,18,"['A) spend money', 'B) go shopping', 'C) paying', 'D) have in mind', 'E) a shop']",A) spend money,A) spend money,TRUE,TRUE,"If you want to buy, you must what?",A) spend money,TRUE,1,1,0.5,0,
2483,If you want to buy you must what?,If you want to bbyj you must what?,buy,bbyj,2,15,19,0.8,744,-3.971952704,0.000106671,If you want to buy you must what?,15,18,"['A) spend money', 'B) go shopping', 'C) paying', 'D) have in mind', 'E) a shop']",A) spend money,A) spend money,TRUE,TRUE,"If you want to buy, you must what?",A) spend money,TRUE,1,1,0.5,0,
2484,Where is a copy machine likely to be?,Where is a copy machine likely to be?,machine,machine,0,16,23,0,745,,1.88E-06,Where is a copy machine likely to be?,16,23,"['A) barn', 'B) office', 'C) assembly line', 'D) museum', 'E) kitchen']",B) office,B) office,TRUE,TRUE,Where is a copy machine likely to be?,B) office,TRUE,1,1,0,1,
2485,Where is a copy machine likely to be?,Where is a copy machinb likely to be?,machine,machinb,1,16,23,0.2,745,-5.724951134,1.88E-06,Where is a copy machine likely to be?,16,23,"['A) barn', 'B) office', 'C) assembly line', 'D) museum', 'E) kitchen']",B) office,B) office,TRUE,TRUE,Where is a copy machine likely to be?,B) office,TRUE,1,1,0.142857143,0,
2486,Where is a copy machine likely to be?,Where is a copy maihiinne likely to be?,machine,maihiinne,3,16,25,0.4,745,-5.724951134,1.88E-06,Where is a copy machine likely to be?,16,23,"['A) barn', 'B) office', 'C) assembly line', 'D) museum', 'E) kitchen']",B) office,B) office,TRUE,TRUE,Where is a copy machine likely to be?,B) office,TRUE,1,1,0.333333333,0,
2487,Where is a copy machine likely to be?,Where is a copy pinw likely to be?,machine,pinw,5,16,20,0.8,745,-5.724951134,1.88E-06,Where is a copy machine likely to be?,16,23,"['A) barn', 'B) office', 'C) assembly line', 'D) museum', 'E) kitchen']",B) office,B) office,TRUE,TRUE,Where is a copy pen likely to be?,B) office,TRUE,1,1,1.25,0,
2488,What will happen if you get warm too much?,What will happen if you get warm too much?,get warm,get warm,0,24,32,0,746,,0.001195994,What will happen if you get warm too much?,24,32,"['A) feelin guilty', 'B) sleep', 'C) sweating', 'D) feel more comfortable', 'E) cuddle']",C) sweating,C) sweating,TRUE,TRUE,What will happen if you get too warm?,C) sweating,TRUE,1,1,0,1,
2489,What will happen if you get warm too much?,What will happen if you met  warm too much?,get warm,met  warm,2,24,33,0.1,746,-2.922271093,0.001195994,What will happen if you get warm too much?,24,32,"['A) feelin guilty', 'B) sleep', 'C) sweating', 'D) feel more comfortable', 'E) cuddle']",C) sweating,C) sweating,TRUE,TRUE,What will happen if you sweat too much?,D) feel more comfortable,FALSE,1,0,0.222222222,0,
2490,What will happen if you get warm too much?,What will happen if you zet wwarm too much?,get warm,zet wwarm,2,24,33,0.2,746,-2.922271093,0.001195994,What will happen if you get warm too much?,24,32,"['A) feelin guilty', 'B) sleep', 'C) sweating', 'D) feel more comfortable', 'E) cuddle']",C) sweating,C) sweating,TRUE,TRUE,What will happen if you eat warm too much?,C) sweating,TRUE,1,1,0.222222222,0,
2491,What will happen if you get warm too much?,What will happen if you ge twma too much?,get warm,ge twma,5,24,31,0.4,746,-2.922271093,0.001195994,What will happen if you get warm too much?,24,32,"['A) feelin guilty', 'B) sleep', 'C) sweating', 'D) feel more comfortable', 'E) cuddle']",C) sweating,B) sleep,FALSE,TRUE,What will happen if you get too much?,B) sleep,FALSE,0,0,0.714285714,0,
2492,What will happen if you get warm too much?,What will happen if you gdm smx too much?,get warm,gdm smx,6,24,31,0.8,746,-2.922271093,0.001195994,What will happen if you get warm too much?,24,32,"['A) feelin guilty', 'B) sleep', 'C) sweating', 'D) feel more comfortable', 'E) cuddle']",C) sweating,C) sweating,TRUE,TRUE,What will happen if you consume too much?,A) feeling guilty,FALSE,1,0,0.857142857,0,
2493,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?","A skateboard can have a steep learning curve, but once the basics are mastered you can what?",skateboard,skateboard,0,2,12,0,748,,1.28E-05,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?",2,12,"['A) relax', 'B) teenager', 'C) freedom', 'D) have fun', 'E) give up']",D) have fun,D) have fun,TRUE,TRUE,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?",D) have fun,TRUE,1,1,0,1,
2494,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?","A slatteboard can have a steep learning curve, but once the basics are mastered you can what?",skateboard,slatteboard,2,2,13,0.2,748,-4.892997722,1.28E-05,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?",2,12,"['A) relax', 'B) teenager', 'C) freedom', 'D) have fun', 'E) give up']",D) have fun,D) have fun,TRUE,TRUE,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?",D) have fun,TRUE,1,1,0.181818182,0,
2495,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?","A srateuaa can have a steep learning curve, but once the basics are mastered you can what?",skateboard,srateuaa,5,2,10,0.4,748,-4.892997722,1.28E-05,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?",2,12,"['A) relax', 'B) teenager', 'C) freedom', 'D) have fun', 'E) give up']",D) have fun,D) have fun,TRUE,TRUE,"A strategy can have a steep learning curve, but once the basics are mastered you can what?",D) have fun,TRUE,1,1,0.625,0,
2496,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?","A srattsonda can have a steep learning curve, but once the basics are mastered you can what?",skateboard,srattsonda,6,2,12,0.8,748,-4.892997722,1.28E-05,"A skateboard can have a steep learning curve, but once the basics are mastered you can what?",2,12,"['A) relax', 'B) teenager', 'C) freedom', 'D) have fun', 'E) give up']",D) have fun,D) have fun,TRUE,TRUE,"A strategy game can have a steep learning curve, but once the basics are mastered you can what?",D) have fun,TRUE,1,1,0.6,0,
2497,Where can you can enjoy music in public ?,Where can you can enjoy music in public ?,music,music,0,24,29,0,749,,0.00335489,Where can you can enjoy music in public ?,24,29,"['A) theatre', 'B) elevator', 'C) opera', 'D) cassettes', 'E) store']",A) theatre,A) theatre,TRUE,TRUE,Where can you enjoy music in public?,A) theatre,TRUE,1,1,0,1,
2498,Where can you can enjoy music in public ?,Where can you can enjoy msic in public ?,music,msic,1,24,28,0.2,749,-2.47432174,0.00335489,Where can you can enjoy music in public ?,24,29,"['A) theatre', 'B) elevator', 'C) opera', 'D) cassettes', 'E) store']",A) theatre,A) theatre,TRUE,TRUE,Where can you enjoy music in public?,A) theatre,TRUE,1,1,0.25,0,
