,OriginalQuestion,TypoQuestion,TargetWord,TypoWord,EditDistance,TargetStartIndex,TargetEndIndex,p,LogProbWord,Question,StartIndex,EndIndex,AnswerChoices,CorrectAnswer,Answer,Correct,Valid,Correct or Invalid,Original Correct,Any Typo Incorrect,Typo Change
1078,"The other passengers on the bus were quite loud, so he put on his headphones to relax and what?","The other passengers on the bus were quite loud, so he put on his headphones to relx and what?",relax,relx,1,80,84,0.4,0.000635813,"The other passengers on the bus were quite loud, so he put on his headphones to relax and what?",80,85,"['A) go to bed', 'B) sleep', 'C) listen to music', 'D) stretch out', 'E) stop worrying']",C) listen to music,C) listen to music,TRUE,TRUE,1,,,
1079,"The other passengers on the bus were quite loud, so he put on his headphones to relax and what?","The other passengers on the bus were quite loud, so he put on his headphones to rreae and what?",relax,rreae,3,80,85,0.8,0.000635813,"The other passengers on the bus were quite loud, so he put on his headphones to relax and what?",80,85,"['A) go to bed', 'B) sleep', 'C) listen to music', 'D) stretch out', 'E) stop worrying']",C) listen to music,C) listen to music,TRUE,TRUE,1,,,
1080,"The person knew the police were after him, so what did he do?","The person knew the police were after him, so what did he do?",person,person,0,4,10,0,0.001078055,"The person knew the police were after him, so what did he do?",4,10,"['A) the sun', 'B) catch cold', 'C) prepare to go', 'D) feel humiliated', 'E) hunt for food']",C) prepare to go,C) prepare to go,TRUE,TRUE,1,1,0,0
1081,"The person knew the police were after him, so what did he do?","The prson knew the police were after him, so what did he do?",person,prson,1,4,9,0.1,0.001078055,"The person knew the police were after him, so what did he do?",4,10,"['A) the sun', 'B) catch cold', 'C) prepare to go', 'D) feel humiliated', 'E) hunt for food']",C) prepare to go,C) prepare to go,TRUE,TRUE,1,,,
1082,"The person knew the police were after him, so what did he do?","The persoi knew the police were after him, so what did he do?",person,persoi,1,4,10,0.2,0.001078055,"The person knew the police were after him, so what did he do?",4,10,"['A) the sun', 'B) catch cold', 'C) prepare to go', 'D) feel humiliated', 'E) hunt for food']",C) prepare to go,C) prepare to go,TRUE,TRUE,1,,,
1083,"The person knew the police were after him, so what did he do?","The epoow knew the police were after him, so what did he do?",person,epoow,4,4,9,0.4,0.001078055,"The person knew the police were after him, so what did he do?",4,10,"['A) the sun', 'B) catch cold', 'C) prepare to go', 'D) feel humiliated', 'E) hunt for food']",C) prepare to go,C) prepare to go,TRUE,TRUE,1,,,
1084,"The person knew the police were after him, so what did he do?","The pwunzv knew the police were after him, so what did he do?",person,pwunzv,5,4,10,0.8,0.001078055,"The person knew the police were after him, so what did he do?",4,10,"['A) the sun', 'B) catch cold', 'C) prepare to go', 'D) feel humiliated', 'E) hunt for food']",C) prepare to go,C) prepare to go,TRUE,TRUE,1,,,
1085,After going for run you have a sense of what?,After going for run you have a sense of what?,going for run,going for run,0,6,19,0,5.75E-05,After going for run you have a sense of what?,6,19,"['A) satisfaction', 'B) flying', 'C) sweating', 'D) falling down', 'E) trip']",A) satisfaction,A) satisfaction,TRUE,TRUE,1,1,0,0
1086,After going for run you have a sense of what?,After going for run you have a sense of what?,going for run,going for run,0,6,19,0.1,5.75E-05,After going for run you have a sense of what?,6,19,"['A) satisfaction', 'B) flying', 'C) sweating', 'D) falling down', 'E) trip']",A) satisfaction,A) satisfaction,TRUE,TRUE,1,,,
1087,After going for run you have a sense of what?,After going forrun you have a sense of what?,going for run,going forrun,1,6,18,0.2,5.75E-05,After going for run you have a sense of what?,6,19,"['A) satisfaction', 'B) flying', 'C) sweating', 'D) falling down', 'E) trip']",A) satisfaction,A) satisfaction,TRUE,TRUE,1,,,
1088,After going for run you have a sense of what?,After oginecr rhn you have a sense of what?,going for run,oginecr rhn,7,6,17,0.4,5.75E-05,After going for run you have a sense of what?,6,19,"['A) satisfaction', 'B) flying', 'C) sweating', 'D) falling down', 'E) trip']",A) satisfaction,A) satisfaction,TRUE,TRUE,1,,,
1089,After going for run you have a sense of what?,After ggoiifoxrv you have a sense of what?,going for run,ggoiifoxrv,8,6,16,0.8,5.75E-05,After going for run you have a sense of what?,6,19,"['A) satisfaction', 'B) flying', 'C) sweating', 'D) falling down', 'E) trip']",A) satisfaction,A) satisfaction,TRUE,TRUE,1,,,
1090,"If you are fiddling through a music book when you should be playing, you probably dont have?","If you are fiddling through a music book when you should be playing, you probably dont have?",fiddling,fiddling,0,11,19,0,3.69E-08,"If you are fiddling through a music book when you should be playing, you probably dont have?",11,19,"['A) practice', 'B) dexterity', 'C) idle time', 'D) knowledge of music', 'E) conductor']",D) knowledge of music,A) practice,FALSE,TRUE,0,0,1,0
1091,"If you are fiddling through a music book when you should be playing, you probably dont have?","If you are fiddling through a music book when you should be playing, you probably dont have?",fiddling,fiddling,0,11,19,0.1,3.69E-08,"If you are fiddling through a music book when you should be playing, you probably dont have?",11,19,"['A) practice', 'B) dexterity', 'C) idle time', 'D) knowledge of music', 'E) conductor']",D) knowledge of music,A) practice,FALSE,TRUE,0,,,
1092,"If you are fiddling through a music book when you should be playing, you probably dont have?","If you are fiddling through a music book when you should be playing, you probably dont have?",fiddling,fiddling,0,11,19,0.2,3.69E-08,"If you are fiddling through a music book when you should be playing, you probably dont have?",11,19,"['A) practice', 'B) dexterity', 'C) idle time', 'D) knowledge of music', 'E) conductor']",D) knowledge of music,A) practice,FALSE,TRUE,0,,,
1093,"If you are fiddling through a music book when you should be playing, you probably dont have?","If you are ifxdusdg through a music book when you should be playing, you probably dont have?",fiddling,ifxdusdg,6,11,19,0.4,3.69E-08,"If you are fiddling through a music book when you should be playing, you probably dont have?",11,19,"['A) practice', 'B) dexterity', 'C) idle time', 'D) knowledge of music', 'E) conductor']",D) knowledge of music,A) practice,FALSE,TRUE,0,,,
1094,"If you are fiddling through a music book when you should be playing, you probably dont have?","If you are diqig through a music book when you should be playing, you probably dont have?",fiddling,diqig,5,11,16,0.8,3.69E-08,"If you are fiddling through a music book when you should be playing, you probably dont have?",11,19,"['A) practice', 'B) dexterity', 'C) idle time', 'D) knowledge of music', 'E) conductor']",D) knowledge of music,A) practice,FALSE,TRUE,0,,,
1095,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,fragile,0,15,22,0,7.50E-06,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",15,22,"['A) undestroyable', 'B) unbreakable', 'C) indestructible', 'D) durable', 'E) invisible']",B) unbreakable,B) unbreakable,TRUE,TRUE,1,1,1,1
1096,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","In the movie a frglle man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,frglle,2,15,21,0.1,7.50E-06,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",15,22,"['A) undestroyable', 'B) unbreakable', 'C) indestructible', 'D) durable', 'E) invisible']",B) unbreakable,B) unbreakable,TRUE,TRUE,1,,,
1097,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","In the movie a vgile man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,vgile,3,15,20,0.2,7.50E-06,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",15,22,"['A) undestroyable', 'B) unbreakable', 'C) indestructible', 'D) durable', 'E) invisible']",B) unbreakable,C) indestructible,FALSE,TRUE,0,,,
1098,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","In the movie a ragil man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,ragil,2,15,20,0.4,7.50E-06,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",15,22,"['A) undestroyable', 'B) unbreakable', 'C) indestructible', 'D) durable', 'E) invisible']",B) unbreakable,C) indestructible,FALSE,TRUE,0,,,
1099,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?","In the movie a rggcle man is causing accidents, his hope is to find a person opposite of him who is what?",fragile,rggcle,3,15,21,0.8,7.50E-06,"In the movie a fragile man is causing accidents, his hope is to find a person opposite of him who is what?",15,22,"['A) undestroyable', 'B) unbreakable', 'C) indestructible', 'D) durable', 'E) invisible']",B) unbreakable,C) indestructible,FALSE,TRUE,0,,,
1100,Where would you get a bass clarinet to take home?,Where would you get a bass clarinet to take home?,bass clarinet,bass clarinet,0,22,35,0,4.80E-06,Where would you get a bass clarinet to take home?,22,35,"['A) orchestra', 'B) school band', 'C) music store', 'D) opera house', 'E) home']",C) music store,C) music store,TRUE,TRUE,1,1,0,0
1101,Where would you get a bass clarinet to take home?,Where would you get a bsas clarinet to take home?,bass clarinet,bsas clarinet,2,22,35,0.1,4.80E-06,Where would you get a bass clarinet to take home?,22,35,"['A) orchestra', 'B) school band', 'C) music store', 'D) opera house', 'E) home']",C) music store,C) music store,TRUE,TRUE,1,,,
1102,Where would you get a bass clarinet to take home?,Where would you get a bass clrainet to take home?,bass clarinet,bass clrainet,2,22,35,0.2,4.80E-06,Where would you get a bass clarinet to take home?,22,35,"['A) orchestra', 'B) school band', 'C) music store', 'D) opera house', 'E) home']",C) music store,C) music store,TRUE,TRUE,1,,,
1103,Where would you get a bass clarinet to take home?,Where would you get a bbs laarrinej to take home?,bass clarinet,bbs laarrinej,6,22,35,0.4,4.80E-06,Where would you get a bass clarinet to take home?,22,35,"['A) orchestra', 'B) school band', 'C) music store', 'D) opera house', 'E) home']",C) music store,C) music store,TRUE,TRUE,1,,,
1104,Where would you get a bass clarinet to take home?,Where would you get a ascoallkpiie to take home?,bass clarinet,ascoallkpiie,9,22,34,0.8,4.80E-06,Where would you get a bass clarinet to take home?,22,35,"['A) orchestra', 'B) school band', 'C) music store', 'D) opera house', 'E) home']",C) music store,C) music store,TRUE,TRUE,1,,,
1105,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?","Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,familiar,0,12,20,0,0.2546134,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",12,20,"['A) cold', 'B) unfamiliar', 'C) unknown', 'D) unacquainted', 'E) shy']",A) cold,A) cold,TRUE,TRUE,1,1,0,0
1106,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?","Mary wasn't failiar with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,failiar,1,12,19,0.1,0.2546134,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",12,20,"['A) cold', 'B) unfamiliar', 'C) unknown', 'D) unacquainted', 'E) shy']",A) cold,A) cold,TRUE,TRUE,1,,,
1107,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?","Mary wasn't fariliab with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,fariliab,2,12,20,0.2,0.2546134,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",12,20,"['A) cold', 'B) unfamiliar', 'C) unknown', 'D) unacquainted', 'E) shy']",A) cold,A) cold,TRUE,TRUE,1,,,
1108,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?","Mary wasn't ffaamisar with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,ffaamisar,4,12,21,0.4,0.2546134,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",12,20,"['A) cold', 'B) unfamiliar', 'C) unknown', 'D) unacquainted', 'E) shy']",A) cold,A) cold,TRUE,TRUE,1,,,
1109,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?","Mary wasn't aifv with James, so she wasn't comfortable speaking with him. How might she come off?",familiar,aifv,6,12,16,0.8,0.2546134,"Mary wasn't familiar with James, so she wasn't comfortable speaking with him. How might she come off?",12,20,"['A) cold', 'B) unfamiliar', 'C) unknown', 'D) unacquainted', 'E) shy']",A) cold,A) cold,TRUE,TRUE,1,,,
1110,"It was a vast complex, the launch pad was just one part of what?","It was a vast complex, the launch pad was just one part of what?",launch pad,launch pad,0,27,37,0,1.73E-05,"It was a vast complex, the launch pad was just one part of what?",27,37,"['A) movie', 'B) cape kennedy', 'C) space center', 'D) military installation', 'E) spaceship centre']",C) space center,C) space center,TRUE,TRUE,1,1,0,0
1111,"It was a vast complex, the launch pad was just one part of what?","It was a vast complex, the laynch pad was just one part of what?",launch pad,laynch pad,1,27,37,0.1,1.73E-05,"It was a vast complex, the launch pad was just one part of what?",27,37,"['A) movie', 'B) cape kennedy', 'C) space center', 'D) military installation', 'E) spaceship centre']",C) space center,C) space center,TRUE,TRUE,1,,,
1112,"It was a vast complex, the launch pad was just one part of what?","It was a vast complex, the aunch pad was just one part of what?",launch pad,aunch pad,1,27,36,0.2,1.73E-05,"It was a vast complex, the launch pad was just one part of what?",27,37,"['A) movie', 'B) cape kennedy', 'C) space center', 'D) military installation', 'E) spaceship centre']",C) space center,C) space center,TRUE,TRUE,1,,,
1113,"It was a vast complex, the launch pad was just one part of what?","It was a vast complex, the lamhah qd was just one part of what?",launch pad,lamhah qd,5,27,36,0.4,1.73E-05,"It was a vast complex, the launch pad was just one part of what?",27,37,"['A) movie', 'B) cape kennedy', 'C) space center', 'D) military installation', 'E) spaceship centre']",C) space center,C) space center,TRUE,TRUE,1,,,
1114,"It was a vast complex, the launch pad was just one part of what?","It was a vast complex, the laincmdudd was just one part of what?",launch pad,laincmdudd,5,27,37,0.8,1.73E-05,"It was a vast complex, the launch pad was just one part of what?",27,37,"['A) movie', 'B) cape kennedy', 'C) space center', 'D) military installation', 'E) spaceship centre']",C) space center,C) space center,TRUE,TRUE,1,,,
1115,"An electronics store had things damaged from the rain, where should these things be stored?","An electronics store had things damaged from the rain, where should these things be stored?",electronics store,electronics store,0,3,20,0,2.60E-05,"An electronics store had things damaged from the rain, where should these things be stored?",3,20,"['A) large city', 'B) strip mall', 'C) building', 'D) shopping mall', 'E) aquarium']",C) building,C) building,TRUE,TRUE,1,1,0,0
1116,"An electronics store had things damaged from the rain, where should these things be stored?","An electronics sstore had things damaged from the rain, where should these things be stored?",electronics store,electronics sstore,1,3,21,0.1,2.60E-05,"An electronics store had things damaged from the rain, where should these things be stored?",3,20,"['A) large city', 'B) strip mall', 'C) building', 'D) shopping mall', 'E) aquarium']",C) building,C) building,TRUE,TRUE,1,,,
1117,"An electronics store had things damaged from the rain, where should these things be stored?","An elactbokics spore had things damaged from the rain, where should these things be stored?",electronics store,elactbokics spore,4,3,20,0.2,2.60E-05,"An electronics store had things damaged from the rain, where should these things be stored?",3,20,"['A) large city', 'B) strip mall', 'C) building', 'D) shopping mall', 'E) aquarium']",C) building,C) building,TRUE,TRUE,1,,,
1118,"An electronics store had things damaged from the rain, where should these things be stored?","An luczrnnwcs htore had things damaged from the rain, where should these things be stored?",electronics store,luczrnnwcs htore,6,3,19,0.4,2.60E-05,"An electronics store had things damaged from the rain, where should these things be stored?",3,20,"['A) large city', 'B) strip mall', 'C) building', 'D) shopping mall', 'E) aquarium']",C) building,C) building,TRUE,TRUE,1,,,
1119,"An electronics store had things damaged from the rain, where should these things be stored?","An eeeetcorx s otem had things damaged from the rain, where should these things be stored?",electronics store,eeeetcorx s otem,10,3,19,0.8,2.60E-05,"An electronics store had things damaged from the rain, where should these things be stored?",3,20,"['A) large city', 'B) strip mall', 'C) building', 'D) shopping mall', 'E) aquarium']",C) building,C) building,TRUE,TRUE,1,,,
1120,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?","He wore the wrong shoes while walking all day, now he has what on his heels and toes?",walking,walking,0,30,37,0,0.033835564,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",30,37,"['A) exercise', 'B) moving forward', 'C) feet', 'D) blisters', 'E) locomotion']",D) blisters,D) blisters,TRUE,TRUE,1,1,0,0
1121,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?","He wore the wrong shoes while wwalking all day, now he has what on his heels and toes?",walking,wwalking,1,30,38,0.1,0.033835564,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",30,37,"['A) exercise', 'B) moving forward', 'C) feet', 'D) blisters', 'E) locomotion']",D) blisters,D) blisters,TRUE,TRUE,1,,,
1122,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?","He wore the wrong shoes while walking all day, now he has what on his heels and toes?",walking,walking,0,30,37,0.2,0.033835564,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",30,37,"['A) exercise', 'B) moving forward', 'C) feet', 'D) blisters', 'E) locomotion']",D) blisters,D) blisters,TRUE,TRUE,1,,,
1123,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?","He wore the wrong shoes while walein all day, now he has what on his heels and toes?",walking,walein,2,30,36,0.4,0.033835564,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",30,37,"['A) exercise', 'B) moving forward', 'C) feet', 'D) blisters', 'E) locomotion']",D) blisters,D) blisters,TRUE,TRUE,1,,,
1124,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?","He wore the wrong shoes while aaign all day, now he has what on his heels and toes?",walking,aaign,5,30,35,0.8,0.033835564,"He wore the wrong shoes while walking all day, now he has what on his heels and toes?",30,37,"['A) exercise', 'B) moving forward', 'C) feet', 'D) blisters', 'E) locomotion']",D) blisters,D) blisters,TRUE,TRUE,1,,,
1125,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?","He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",second floor,second floor,0,67,79,0,0.001241145,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",67,79,"['A) school', 'B) office building', 'C) house', 'D) hotel', 'E) centre']",A) school,B) office building,FALSE,TRUE,0,0,1,0
1126,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?","He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",second floor,second floor,0,67,79,0.1,0.001241145,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",67,79,"['A) school', 'B) office building', 'C) house', 'D) hotel', 'E) centre']",A) school,B) office building,FALSE,TRUE,0,,,
1127,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?","He had a hard time finding the room on his schedule, it was on the secod fyor and he got lost in the very large what?",second floor,secod fyor,3,67,77,0.2,0.001241145,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",67,79,"['A) school', 'B) office building', 'C) house', 'D) hotel', 'E) centre']",A) school,B) office building,FALSE,TRUE,0,,,
1128,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?","He had a hard time finding the room on his schedule, it was on the second for and he got lost in the very large what?",second floor,second for,2,67,77,0.4,0.001241145,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",67,79,"['A) school', 'B) office building', 'C) house', 'D) hotel', 'E) centre']",A) school,B) office building,FALSE,TRUE,0,,,
1129,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?","He had a hard time finding the room on his schedule, it was on the ieejdklrr and he got lost in the very large what?",second floor,ieejdklrr,8,67,76,0.8,0.001241145,"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",67,79,"['A) school', 'B) office building', 'C) house', 'D) hotel', 'E) centre']",A) school,B) office building,FALSE,TRUE,0,,,
1130,"Whether it's popped, grilled, or canned people like to what?","Whether it's popped, grilled, or canned people like to what?",people,people,0,40,46,0,0.000125613,"Whether it's popped, grilled, or canned people like to what?",40,46,"['A) expect to die', 'B) believe in god', 'C) stay in', 'D) watch movies', 'E) eat corn']",E) eat corn,E) eat corn,TRUE,TRUE,1,1,0,0
1131,"Whether it's popped, grilled, or canned people like to what?","Whether it's popped, grilled, or canned peope like to what?",people,peope,1,40,45,0.1,0.000125613,"Whether it's popped, grilled, or canned people like to what?",40,46,"['A) expect to die', 'B) believe in god', 'C) stay in', 'D) watch movies', 'E) eat corn']",E) eat corn,E) eat corn,TRUE,TRUE,1,,,
1132,"Whether it's popped, grilled, or canned people like to what?","Whether it's popped, grilled, or canned peogle like to what?",people,peogle,1,40,46,0.2,0.000125613,"Whether it's popped, grilled, or canned people like to what?",40,46,"['A) expect to die', 'B) believe in god', 'C) stay in', 'D) watch movies', 'E) eat corn']",E) eat corn,E) eat corn,TRUE,TRUE,1,,,
1133,"Whether it's popped, grilled, or canned people like to what?","Whether it's popped, grilled, or canned pewple like to what?",people,pewple,1,40,46,0.4,0.000125613,"Whether it's popped, grilled, or canned people like to what?",40,46,"['A) expect to die', 'B) believe in god', 'C) stay in', 'D) watch movies', 'E) eat corn']",E) eat corn,E) eat corn,TRUE,TRUE,1,,,
1134,"Whether it's popped, grilled, or canned people like to what?","Whether it's popped, grilled, or canned keooeb like to what?",people,keooeb,4,40,46,0.8,0.000125613,"Whether it's popped, grilled, or canned people like to what?",40,46,"['A) expect to die', 'B) believe in god', 'C) stay in', 'D) watch movies', 'E) eat corn']",E) eat corn,E) eat corn,TRUE,TRUE,1,,,
1135,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?","Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,car,0,9,12,0,0.025967561,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",9,12,"['A) driveway', 'B) the event', 'C) scrap heap', 'D) parking garage', 'E) repair shop']",D) parking garage,D) parking garage,TRUE,TRUE,1,1,0,0
1136,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?","Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,car,0,9,12,0.1,0.025967561,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",9,12,"['A) driveway', 'B) the event', 'C) scrap heap', 'D) parking garage', 'E) repair shop']",D) parking garage,D) parking garage,TRUE,TRUE,1,,,
1137,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?","Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,car,0,9,12,0.2,0.025967561,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",9,12,"['A) driveway', 'B) the event', 'C) scrap heap', 'D) parking garage', 'E) repair shop']",D) parking garage,D) parking garage,TRUE,TRUE,1,,,
1138,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?","Having a tar in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,tar,1,9,12,0.4,0.025967561,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",9,12,"['A) driveway', 'B) the event', 'C) scrap heap', 'D) parking garage', 'E) repair shop']",D) parking garage,D) parking garage,TRUE,TRUE,1,,,
1139,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?","Having a eck in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",car,eck,3,9,12,0.8,0.025967561,"Having a car in the city seemed to be more trouble than it was worth, the man still had to walk to and from the what after commuting?",9,12,"['A) driveway', 'B) the event', 'C) scrap heap', 'D) parking garage', 'E) repair shop']",D) parking garage,D) parking garage,TRUE,TRUE,1,,,
1140,What is likely to be the goal of telling many people about a new organization?,What is likely to be the goal of telling many people about a new organization?,telling many people about,telling many people about,0,33,58,0,4.41E-07,What is likely to be the goal of telling many people about a new organization?,33,58,"['A) accomplish', 'B) learn about', 'C) money', 'D) notoriety', 'E) religion']",B) learn about,A) accomplish,FALSE,TRUE,0,0,1,0
1141,What is likely to be the goal of telling many people about a new organization?,What is likely to be the goal of telvngm any people about a new organization?,telling many people about,telvngm any people about,4,33,57,0.1,4.41E-07,What is likely to be the goal of telling many people about a new organization?,33,58,"['A) accomplish', 'B) learn about', 'C) money', 'D) notoriety', 'E) religion']",B) learn about,B) learn about,TRUE,TRUE,1,,,
1142,What is likely to be the goal of telling many people about a new organization?,What is likely to be the goal of tellign manyapeople about a new organization?,telling many people about,tellign manyapeople about,3,33,58,0.2,4.41E-07,What is likely to be the goal of telling many people about a new organization?,33,58,"['A) accomplish', 'B) learn about', 'C) money', 'D) notoriety', 'E) religion']",B) learn about,A) accomplish,FALSE,TRUE,0,,,
1143,What is likely to be the goal of telling many people about a new organization?,What is likely to be the goal of hlelign vyp eokle bout a new organization?,telling many people about,hlelign vyp eokle bout,12,33,55,0.4,4.41E-07,What is likely to be the goal of telling many people about a new organization?,33,58,"['A) accomplish', 'B) learn about', 'C) money', 'D) notoriety', 'E) religion']",B) learn about,A) accomplish,FALSE,TRUE,0,,,
1144,What is likely to be the goal of telling many people about a new organization?,What is likely to be the goal of tjkgpma eopppq qphuu a new organization?,telling many people about,tjkgpma eopppq qphuu,16,33,53,0.8,4.41E-07,What is likely to be the goal of telling many people about a new organization?,33,58,"['A) accomplish', 'B) learn about', 'C) money', 'D) notoriety', 'E) religion']",B) learn about,A) accomplish,FALSE,TRUE,0,,,
1145,Where can the legs of a stool be built?,Where can the legs of a stool be built?,stool,stool,0,24,29,0,2.83E-05,Where can the legs of a stool be built?,24,29,"['A) jail', 'B) internet cafe', ""C) blacksmith's shop"", 'D) building', 'E) bar']",C) blacksmith's shop,C) blacksmith's shop,TRUE,TRUE,1,1,1,1
1146,Where can the legs of a stool be built?,Where can the legs of a stool be built?,stool,stool,0,24,29,0.1,2.83E-05,Where can the legs of a stool be built?,24,29,"['A) jail', 'B) internet cafe', ""C) blacksmith's shop"", 'D) building', 'E) bar']",C) blacksmith's shop,C) blacksmith's shop,TRUE,TRUE,1,,,
1147,Where can the legs of a stool be built?,Where can the legs of a sstool be built?,stool,sstool,1,24,30,0.2,2.83E-05,Where can the legs of a stool be built?,24,29,"['A) jail', 'B) internet cafe', ""C) blacksmith's shop"", 'D) building', 'E) bar']",C) blacksmith's shop,C) blacksmith's shop,TRUE,TRUE,1,,,
1148,Where can the legs of a stool be built?,Where can the legs of a tsbl be built?,stool,tsbl,3,24,28,0.4,2.83E-05,Where can the legs of a stool be built?,24,29,"['A) jail', 'B) internet cafe', ""C) blacksmith's shop"", 'D) building', 'E) bar']",C) blacksmith's shop,D) building,FALSE,TRUE,0,,,
1149,Where can the legs of a stool be built?,Where can the legs of a soplq be built?,stool,soplq,3,24,29,0.8,2.83E-05,Where can the legs of a stool be built?,24,29,"['A) jail', 'B) internet cafe', ""C) blacksmith's shop"", 'D) building', 'E) bar']",C) blacksmith's shop,D) building,FALSE,TRUE,0,,,
1150,How might people perceive someone they are scared of?,How might people perceive someone they are scared of?,people,people,0,10,16,0,0.156612635,How might people perceive someone they are scared of?,10,16,"['A) human', 'B) happy', 'C) dangerous', 'D) strange', 'E) weird']",C) dangerous,C) dangerous,TRUE,TRUE,1,1,0,0
1151,How might people perceive someone they are scared of?,How might peoplb perceive someone they are scared of?,people,peoplb,1,10,16,0.1,0.156612635,How might people perceive someone they are scared of?,10,16,"['A) human', 'B) happy', 'C) dangerous', 'D) strange', 'E) weird']",C) dangerous,C) dangerous,TRUE,TRUE,1,,,
1152,How might people perceive someone they are scared of?,How might pepole perceive someone they are scared of?,people,pepole,2,10,16,0.2,0.156612635,How might people perceive someone they are scared of?,10,16,"['A) human', 'B) happy', 'C) dangerous', 'D) strange', 'E) weird']",C) dangerous,C) dangerous,TRUE,TRUE,1,,,
1153,How might people perceive someone they are scared of?,How might pevppe perceive someone they are scared of?,people,pevppe,2,10,16,0.4,0.156612635,How might people perceive someone they are scared of?,10,16,"['A) human', 'B) happy', 'C) dangerous', 'D) strange', 'E) weird']",C) dangerous,C) dangerous,TRUE,TRUE,1,,,
1154,How might people perceive someone they are scared of?,How might psopee perceive someone they are scared of?,people,psopee,2,10,16,0.8,0.156612635,How might people perceive someone they are scared of?,10,16,"['A) human', 'B) happy', 'C) dangerous', 'D) strange', 'E) weird']",C) dangerous,C) dangerous,TRUE,TRUE,1,,,
